frame_index,accepted_beat_delay_seconds,accepted_beat_limiter_joints,accepted_beat_pose_error_rad,accepted_beat_time_seconds,audio_history_seconds,audio_time_seconds,beat_quality,boundary_effect_weight,bridge_acceleration_residual,bridge_attempts,bridge_failure_reason,bridge_generation,bridge_output_modified,bridge_position_residual,bridge_preparation_status,bridge_velocity_residual,collision_override,current_motion_cluster_id,current_motion_id,current_phase,dynamic_range_db,entry_contact_score,entry_feature_ms,entry_frame_index,entry_music_score,entry_phase,entry_pose_score,entry_remaining_seconds,entry_root_score,entry_total_score,entry_velocity_score,event,exit_frame_index,exit_phase,exit_seconds,failed_motion_ids,fallback_reason,limiter_activated_joints,limiter_activation_rate,limiter_enabled,match_confidence,match_rejection_reason,match_state,motion_fully_ready_ms,motion_grounding_ms,motion_load_ms,motion_margin,motion_timing,negative_style_score,output_max_joint_acceleration_rad_s2,output_max_joint_speed_rad_s,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_joint,output_max_wrist_speed_rad_s,pending_motion_cluster_id,pending_motion_id,phase_correction_remaining,post_switch_xy_delta_m,post_switch_yaw_delta_rad,post_switch_z_delta_m,preferred_motion_id,preparation_delay_seconds,query_bpm,query_tags,ranked_motions,ranked_tracks,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_joint,raw_max_wrist_speed_rad_s,ready_motion_ids,ready_pool_size,root_x,root_y,root_yaw,root_z,shortlist,signal_rms,speed_multiplier,switch_anchor_xy_delta_m,switch_anchor_yaw_delta_rad,switch_anchor_z_delta_m,target_max_joint_speed_rad_s,target_speed_multiplier,terminal_safe_idle_active,terminal_time_seconds,top_genre,top_genre_score,top_motion_id,top_motion_score,top_track_id,top_track_score,track_margin,transition_backend,transition_blend,transition_duration_seconds,transition_motion_id,transition_pair_count,transition_phase,transition_preparation_seconds,transition_reason,transition_speed_multiplier,trimmed_seconds,wall_time_seconds
82,,,0.000000000,,0.000000,0.376000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.142669461,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,0.000000,0.000000,1.972219944,right_wrist_roll,left_wrist_pitch,0.000000000,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.972219944,right_wrist_roll,left_wrist_pitch,0.000000000,,0,-0.004089,-0.020660,-0.066652,0.822189,,,1.000000,0.000000000,0.000000000,0.000000000,0.000000,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.368957100
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,0.000000000,,0.000000,0.408000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.146130052,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,0.000000,0.000000,1.972219944,right_wrist_roll,left_wrist_pitch,0.000000000,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.972219944,right_wrist_roll,left_wrist_pitch,0.000000000,,0,-0.004837,-0.021485,-0.074054,0.820999,,,1.000000,0.000000000,0.000000000,0.000000000,0.000000,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.402454800
85,,,0.000000000,,0.000000,0.408000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.147871346,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,0.000000,0.000000,1.972219944,right_wrist_roll,left_wrist_pitch,0.000000000,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.972219944,right_wrist_roll,left_wrist_pitch,0.000000000,,0,-0.003376,-0.021942,-0.076535,0.820343,,,1.000000,0.000000000,0.000000000,0.000000000,0.000000,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.418361100
86,,,0.000000000,,0.000000,0.440000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.149619809,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,10.279210,0.182798,1.972219120,right_wrist_roll,right_wrist_roll,0.000047366,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.972219120,right_wrist_roll,right_wrist_roll,0.000049462,,0,-0.003599,-0.021978,-0.080362,0.819898,,,1.000000,0.000000000,0.000000000,0.000000000,0.186780,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.436130400
87,,,0.000000000,,0.000000,0.472000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.151341162,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,5.180937,0.099591,1.972218948,right_wrist_roll,right_wrist_roll,0.000010966,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.972218948,right_wrist_roll,right_wrist_roll,0.000010321,,0,-0.002716,-0.022058,-0.083064,0.819509,,,1.000000,0.000000000,0.000000000,0.000000000,0.101968,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.452200400
88,,,0.000000000,,0.000000,0.472000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.153075788,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,6.017313,0.002320,1.972218955,right_wrist_roll,right_wrist_roll,0.000000482,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.972218955,right_wrist_roll,right_wrist_roll,0.000000456,,0,-0.002700,-0.021810,-0.086617,0.819347,,,1.000000,0.000000000,0.000000000,0.000000000,0.002375,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.468354000
89,,,0.000000000,,0.000000,0.504000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.154812261,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,9.201904,0.158410,1.971673981,right_wrist_roll,right_wrist_roll,0.032843844,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.971673981,right_wrist_roll,right_wrist_roll,0.032698477,,0,-0.001560,-0.021896,-0.088722,0.819390,,,1.000000,0.000000000,0.000000000,0.000000000,0.161942,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.485342900
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,0.000000000,,0.000000,0.536000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.158303384,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,7.382458,0.130470,1.971235799,right_wrist_roll,left_wrist_roll,0.026390953,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.971235799,right_wrist_roll,left_wrist_roll,0.026580070,,0,0.000053,-0.021821,-0.092677,0.820291,,,1.000000,0.000000000,0.000000000,0.000000000,0.133733,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.518953800
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,0.000000000,,0.000000,0.568000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.161770268,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,6.289149,0.113182,1.970893348,right_wrist_roll,right_wrist_roll,0.020801245,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.970893348,right_wrist_roll,right_wrist_roll,0.021130778,,0,0.001568,-0.021760,-0.095206,0.821823,,,1.000000,0.000000000,0.000000000,0.000000000,0.115710,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.552429700
94,,,0.000000000,,0.000000,0.568000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.163505583,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,6.719547,0.004957,1.970907916,right_wrist_roll,right_wrist_roll,0.000931539,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.970907916,right_wrist_roll,right_wrist_roll,0.000874106,,0,0.002884,-0.022006,-0.095664,0.822589,,,1.000000,0.000000000,0.000000000,0.000000000,0.005105,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.568708700
95,,,0.000000000,,0.000000,0.600000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.165254536,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,6.218709,0.113763,1.970196319,right_wrist_roll,right_wrist_roll,0.042238268,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.970196319,right_wrist_roll,right_wrist_roll,0.042695793,,0,0.003840,-0.022073,-0.095993,0.823449,,,1.000000,0.000000000,0.000000000,0.000000000,0.118147,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.586037900
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,0.000000000,,0.000000,0.632000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.168734557,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,5.647534,0.101668,1.969658622,right_wrist_roll,right_wrist_roll,0.033836084,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.969658622,right_wrist_roll,right_wrist_roll,0.033754742,,0,0.004948,-0.021746,-0.095681,0.825097,,,1.000000,0.000000000,0.000000000,0.000000000,0.103933,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.618935100
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,0.000000000,,0.000000,0.664000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.172222946,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,4.532625,0.083439,1.969252894,right_wrist_roll,left_wrist_roll,0.026309291,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.969252894,right_wrist_roll,left_wrist_roll,0.026442416,,0,0.005577,-0.021305,-0.095729,0.826262,,,1.000000,0.000000000,0.000000000,0.000000000,0.085305,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.652714000
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,0.000000000,,0.000000,0.696000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.175708602,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,1.764620,0.033313,1.969009432,right_wrist_roll,right_wrist_roll,0.016746741,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.969009432,right_wrist_roll,right_wrist_roll,0.017240837,,0,0.006683,-0.021121,-0.096051,0.826875,,,1.000000,0.000000000,0.000000000,0.000000000,0.034259,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.686277600
102,,,0.000000000,,0.000000,0.696000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.177411412,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,1.912882,0.005892,1.969060520,right_wrist_roll,right_wrist_roll,0.003354567,,,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,1.969060520,right_wrist_roll,right_wrist_roll,0.003065282,,0,0.006296,-0.020742,-0.096732,0.827269,,,1.000000,0.000000000,0.000000000,0.000000000,0.006111,1.000000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.702124400
103,,,0.000000000,0.728000,0.000000,0.728000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.179131129,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,2.819271,0.042492,1.968729954,right_wrist_roll,right_wrist_roll,0.019793299,,,-0.024533187,0.000000000,0.000000000,0.000000000,,,,,,,1.968729954,right_wrist_roll,right_wrist_roll,0.019833955,,0,0.006711,-0.020605,-0.097101,0.827462,,,0.965874,0.000000000,0.000000000,0.000000000,0.043665,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.719242200
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,0.000000000,0.728000,0.000000,0.760000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.182305460,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,1.534050,0.021305,1.968649210,right_wrist_roll,left_wrist_roll,0.008255534,,,-0.024063205,0.000000000,0.000000000,0.000000000,,,,,,,1.968649210,right_wrist_roll,left_wrist_roll,0.008302755,,0,0.006071,-0.020463,-0.097971,0.828042,,,0.899458,0.000000000,0.000000000,0.000000000,0.021828,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.752482100
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,0.000000000,0.728000,0.000000,0.792000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.185259965,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,1.542002,0.019961,1.968609451,right_wrist_roll,right_wrist_roll,0.005894693,,,-0.023239229,0.000000000,0.000000000,0.000000000,,,,,,,1.968609451,right_wrist_roll,right_wrist_roll,0.005881406,,0,0.004895,-0.020646,-0.100437,0.828409,,,0.832794,0.000000000,0.000000000,0.000000000,0.020423,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.785737600
108,,,0.000000000,0.728000,0.000000,0.824000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.186637425,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,1.739879,0.018736,1.968441716,right_wrist_roll,left_wrist_roll,0.010302348,,,-0.022706436,0.000000000,0.000000000,0.000000000,,,,,,,1.968441716,right_wrist_roll,left_wrist_roll,0.010064076,,0,0.004323,-0.020919,-0.102016,0.828451,,,0.799783,0.000000000,0.000000000,0.000000000,0.019460,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.802543100
109,,,0.000000000,0.728000,0.000000,0.824000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.187984079,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,0.856446,0.029670,1.968504203,right_wrist_roll,right_wrist_roll,0.003990979,,,-0.022078911,0.000000000,0.000000000,0.000000000,,,,,,,1.968504203,right_wrist_roll,right_wrist_roll,0.003749206,,0,0.003291,-0.021149,-0.104147,0.828556,,,0.766092,0.000000000,0.000000000,0.000000000,0.030529,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.818783200
110,,,0.000000000,0.728000,0.000000,0.856000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.189250019,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,1.380336,0.045810,1.968180883,right_wrist_roll,right_wrist_roll,0.019756217,,,-0.021383256,0.000000000,0.000000000,0.000000000,,,,,,,1.968180883,right_wrist_roll,right_wrist_roll,0.019399222,,0,0.002814,-0.021612,-0.106474,0.828592,,,0.732989,0.000000000,0.000000000,0.000000000,0.046954,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.835610500
111,0.000000000,,0.000000000,0.728000,0.000000,0.856000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.190455733,,,,,,,,,,,,beat_limiter_result,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,1.421745,0.046238,1.968244656,right_wrist_roll,left_wrist_roll,0.004021047,,,-0.020612351,0.000000000,0.000000000,0.000000000,,,,,,,1.968244656,right_wrist_roll,left_wrist_roll,0.003826404,,0,0.001184,-0.021844,-0.109782,0.828725,,,0.699974,0.000000000,0.000000000,0.000000000,0.047544,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.851909600
112,0.000000000,,0.000000000,0.728000,0.000000,0.888000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.191615897,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,1.012650,0.031203,1.968000413,right_wrist_roll,right_wrist_roll,0.014217308,,,-0.019756256,0.000000000,0.000000000,0.000000000,,,,,,,1.968000413,right_wrist_roll,right_wrist_roll,0.014654604,,0,-0.000271,-0.022103,-0.112984,0.828751,,,0.666617,0.000000000,0.000000000,0.000000000,0.031933,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.869420200
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.000000000,,0.000000000,0.728000,0.000000,0.920000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.193782693,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,2.286051,0.037514,1.967941797,right_wrist_roll,right_wrist_roll,0.007147156,,,-0.017795333,0.000000000,0.000000000,0.000000000,,,,,,,1.967941797,right_wrist_roll,right_wrist_roll,0.007389930,,0,-0.001174,-0.023111,-0.118514,0.828113,,,0.599204,0.000000000,0.000000000,0.000000000,0.038374,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.902710100
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.000000000,,0.000000000,0.728000,0.000000,0.952000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.195767110,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,0.491174,0.011873,1.967918397,right_wrist_roll,left_wrist_roll,0.005010749,,,-0.015637183,0.000000000,0.000000000,0.000000000,,,,,,,1.967918397,right_wrist_roll,left_wrist_roll,0.005113730,,0,-0.003827,-0.023602,-0.125556,0.827674,,,0.575432,0.000000000,0.000000000,0.000000000,0.012351,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.936372700
117,0.000000000,,0.000000000,0.728000,0.000000,0.952000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.196810830,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,0.604791,0.004494,1.967987592,right_wrist_roll,left_wrist_roll,0.004605921,,,-0.014617294,0.000000000,0.000000000,0.000000000,,,,,,,1.967987592,right_wrist_roll,left_wrist_roll,0.004151713,,0,-0.005027,-0.023722,-0.128756,0.827444,,,0.608318,0.000000000,0.000000000,0.000000000,0.004606,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.951748600
118,0.000000000,,0.000000000,0.728000,0.000000,0.984000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.197922142,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,0.402880,0.008742,1.967943758,right_wrist_roll,left_wrist_roll,0.002577985,,,-0.013632885,0.000000000,0.000000000,0.000000000,,,,,,,1.967943758,right_wrist_roll,left_wrist_roll,0.002630040,,0,-0.005141,-0.024048,-0.131310,0.826993,,,0.641520,0.000000000,0.000000000,0.000000000,0.008950,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,0.969208600
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0.000000000,,0.000000000,0.728000,0.000000,1.016000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.200315686,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,10.357628,0.175381,1.968054626,right_wrist_roll,left_wrist_roll,0.001754988,,,-0.011804560,0.000000000,0.000000000,0.000000000,,,,,,,1.968054626,right_wrist_roll,left_wrist_roll,0.001741450,,0,-0.007429,-0.024767,-0.139660,0.825949,,,0.707883,0.000000000,0.000000000,0.000000000,0.179564,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,1.002129600
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0.000000000,,0.000000000,0.728000,0.000000,1.048000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.202999373,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,7.849524,0.133191,1.968203806,right_wrist_roll,left_wrist_roll,0.003133729,,,-0.010134924,0.000000000,0.000000000,0.000000000,,,,,,,1.968203806,right_wrist_roll,left_wrist_roll,0.003215789,,0,-0.009395,-0.025221,-0.146626,0.824537,,,0.775677,0.000000000,0.000000000,0.000000000,0.136208,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,1.036278500
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0.000000000,,0.000000000,0.728000,0.000000,1.080000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.205845623,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,6.010481,0.096757,1.968382920,right_wrist_roll,left_wrist_roll,0.004429760,,,-0.008702896,0.000000000,0.000000000,0.000000000,,,,,,,1.968382920,right_wrist_roll,left_wrist_roll,0.004550383,,0,-0.011128,-0.025008,-0.151092,0.822804,,,0.841782,0.000000000,0.000000000,0.000000000,0.099002,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,1.069521800
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0.000000000,,0.000000000,0.728000,0.000000,1.112000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.208936123,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,5.177733,0.073342,1.968423504,right_wrist_roll,right_wrist_roll,0.004749000,,,-0.007464794,0.000000000,0.000000000,0.000000000,,,,,,,1.968423504,right_wrist_roll,right_wrist_roll,0.004650335,,0,-0.011773,-0.024538,-0.148934,0.820773,,,0.908217,0.000000000,0.000000000,0.000000000,0.075065,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,1.102137000
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0.000000000,,0.000000000,0.728000,0.000000,1.144000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.212250559,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,4.497378,0.074359,1.968548293,right_wrist_roll,left_wrist_roll,0.000659097,,,-0.006433639,0.000000000,0.000000000,0.000000000,,,,,,,1.968548293,right_wrist_roll,left_wrist_roll,0.000657414,,0,-0.012088,-0.023430,-0.139015,0.818861,,,0.974532,0.000000000,0.000000000,0.000000000,0.076335,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,1.135324400
129,0.000000000,,0.000000000,0.728000,0.000000,1.144000,,1.0,,,,0,0,,awaiting_retrieval,,0,LO:v0:k1:r1,gLO_sBM_cAll_d13_mLO2_ch02,0.214015793,,,,,,,,,,,,,,,,,,,0.000000000,1,,,warming_up,,,,,beat-sync,,4.691450,0.021939,1.968705734,right_wrist_roll,left_wrist_roll,0.009882917,,,-0.005991181,0.000000000,0.000000000,0.000000000,,,,,,,1.968705734,right_wrist_roll,left_wrist_roll,0.009446448,,0,-0.012320,-0.022669,-0.130519,0.818257,,,1.008094,0.000000000,0.000000000,0.000000000,0.022460,1.300000,0,,,,,,,,,hermite,0.000000,0.000000,,,,,,,,1.151690500
