motion_a,motion_b,dtw_deg,aligned_deg,same_genre
gJS_sBM_cAll_d01_mJS3_ch01,gLH_sBM_cAll_d17_mLH4_ch03,29.2106,34.863,False
gKR_sBM_cAll_d28_mKR1_ch01,gMH_sBM_cAll_d23_mMH0_ch01,29.2106,31.3323,False
gBR_sBM_cAll_d04_mBR0_ch06,gWA_sBM_cAll_d25_mWA0_ch07,29.2107,36.0767,False
gBR_sBM_cAll_d05_mBR5_ch01,gWA_sBM_cAll_d25_mWA0_ch05,29.2111,40.5837,False
gHO_sBM_cAll_d19_mHO2_ch01,gWA_sBM_cAll_d25_mWA0_ch09,29.2112,33.1638,False
gLH_sBM_cAll_d18_mLH4_ch05,gMH_sBM_cAll_d22_mMH3_ch05,29.2113,35.5718,False
gBR_sBM_cAll_d04_mBR2_ch02,gWA_sBM_cAll_d25_mWA0_ch04,29.2114,33.0887,False
gJS_sBM_cAll_d02_mJS1_ch01,gJS_sBM_cAll_d03_mJS3_ch03,29.2115,34.8096,True
gJS_sBM_cAll_d03_mJS3_ch07,gLO_sBM_cAll_d13_mLO2_ch06,29.2118,33.2424,False
gKR_sFM_cAll_d28_mKR2_ch03,gLO_sBM_cAll_d14_mLO1_ch01,29.2119,34.4684,False
gHO_sBM_cAll_d21_mHO5_ch07,gPO_sBM_cAll_d10_mPO1_ch09,29.212,32.4267,False
gBR_sBM_cAll_d06_mBR5_ch01,gHO_sBM_cAll_d19_mHO0_ch02,29.212,33.4422,False
gBR_sBM_cAll_d05_mBR5_ch02,gKR_sBM_cAll_d29_mKR4_ch02,29.2123,33.5291,False
gLH_sBM_cAll_d17_mLH5_ch01,gMH_sBM_cAll_d22_mMH3_ch03,29.2124,34.5254,False
gJS_sBM_cAll_d03_mJS3_ch03,gMH_sFM_cAll_d23_mMH3_ch11,29.2124,34.4719,False
gBR_sBM_cAll_d05_mBR0_ch06,gLH_sBM_cAll_d18_mLH2_ch02,29.2125,33.97,False
gHO_sBM_cAll_d21_mHO3_ch02,gMH_sBM_cAll_d23_mMH1_ch01,29.2126,33.185,False
gLO_sBM_cAll_d15_mLO2_ch05,gPO_sBM_cAll_d11_mPO0_ch01,29.2134,31.7056,False
gBR_sBM_cAll_d05_mBR0_ch03,gHO_sFM_cAll_d21_mHO5_ch20,29.2135,33.4352,False
gPO_sBM_cAll_d12_mPO2_ch01,gWA_sBM_cAll_d25_mWA3_ch01,29.2143,40.4427,False
gBR_sFM_cAll_d04_mBR0_ch01,gWA_sBM_cAll_d25_mWA0_ch09,29.2149,35.048,False
gHO_sFM_cAll_d21_mHO5_ch20,gLH_sBM_cAll_d16_mLH2_ch02,29.2149,33.5955,False
gHO_sBM_cAll_d20_mHO4_ch01,gLO_sBM_cAll_d13_mLO2_ch10,29.215,33.8608,False
gHO_sBM_cAll_d19_mHO3_ch02,gPO_sFM_cAll_d12_mPO1_ch16,29.2152,31.1212,False
gLH_sBM_cAll_d17_mLH4_ch07,gLO_sBM_cAll_d13_mLO2_ch10,29.2153,32.2739,False
gKR_sBM_cAll_d30_mKR3_ch02,gLH_sBM_cAll_d17_mLH4_ch03,29.2155,30.1845,False
gHO_sBM_cAll_d21_mHO2_ch01,gLO_sBM_cAll_d15_mLO5_ch02,29.2155,31.6781,False
gKR_sBM_cAll_d30_mKR4_ch02,gMH_sBM_cAll_d22_mMH3_ch03,29.2156,33.7764,False
gMH_sFM_cAll_d24_mMH3_ch18,gWA_sBM_cAll_d26_mWA0_ch05,29.216,31.9797,False
gBR_sBM_cAll_d06_mBR3_ch01,gMH_sBM_cAll_d22_mMH3_ch07,29.2162,32.845,False
gLO_sBM_cAll_d14_mLO0_ch02,gLO_sBM_cAll_d15_mLO2_ch04,29.2163,33.933,True
gKR_sBM_cAll_d28_mKR2_ch02,gWA_sBM_cAll_d25_mWA0_ch04,29.2168,32.1497,False
gLH_sBM_cAll_d18_mLH4_ch01,gLH_sFM_cAll_d16_mLH4_ch05,29.2171,35.7345,True
gBR_sBM_cAll_d05_mBR1_ch01,gKR_sBM_cAll_d30_mKR4_ch02,29.2172,33.1842,False
gLO_sBM_cAll_d13_mLO2_ch10,gWA_sBM_cAll_d26_mWA0_ch06,29.2173,35.7945,False
gBR_sBM_cAll_d04_mBR0_ch06,gPO_sBM_cAll_d10_mPO1_ch09,29.2174,31.6216,False
gMH_sBM_cAll_d24_mMH3_ch08,gPO_sBM_cAll_d12_mPO2_ch02,29.2176,31.6226,False
gBR_sBM_cAll_d04_mBR0_ch04,gMH_sFM_cAll_d22_mMH3_ch04,29.2182,36.4424,False
gHO_sBM_cAll_d21_mHO5_ch10,gPO_sBM_cAll_d12_mPO4_ch02,29.2182,33.0826,False
gBR_sBM_cAll_d04_mBR0_ch06,gBR_sBM_cAll_d05_mBR0_ch02,29.2183,35.4259,True
gKR_sBM_cAll_d30_mKR2_ch09,gLH_sBM_cAll_d17_mLH5_ch02,29.2184,35.1824,False
gLH_sBM_cAll_d18_mLH5_ch01,gLO_sBM_cAll_d15_mLO4_ch01,29.2189,32.6418,False
gKR_sBM_cAll_d28_mKR3_ch01,gLO_sBM_cAll_d15_mLO2_ch07,29.219,33.9561,False
gBR_sBM_cAll_d06_mBR4_ch02,gWA_sBM_cAll_d25_mWA0_ch10,29.219,33.2961,False
gBR_sBM_cAll_d05_mBR0_ch03,gMH_sBM_cAll_d23_mMH1_ch02,29.219,33.6189,False
gJB_sBM_cAll_d07_mJB0_ch02,gLO_sBM_cAll_d14_mLO4_ch01,29.2191,31.9347,False
gJB_sBM_cAll_d08_mJB5_ch06,gKR_sBM_cAll_d28_mKR2_ch08,29.2192,36.7338,False
gHO_sBM_cAll_d19_mHO1_ch01,gPO_sBM_cAll_d12_mPO4_ch01,29.2193,31.0422,False
gKR_sBM_cAll_d30_mKR2_ch09,gPO_sBM_cAll_d10_mPO1_ch07,29.2196,35.5434,False
gBR_sFM_cAll_d04_mBR0_ch01,gLH_sBM_cAll_d18_mLH5_ch02,29.2196,33.6897,False
gJB_sBM_cAll_d08_mJB5_ch02,gLH_sBM_cAll_d17_mLH0_ch02,29.2196,31.8741,False
gBR_sBM_cAll_d05_mBR0_ch02,gLO_sFM_cAll_d15_mLO2_ch17,29.2196,34.5605,False
gBR_sBM_cAll_d05_mBR4_ch01,gJB_sBM_cAll_d09_mJB5_ch02,29.2198,32.8514,False
gHO_sBM_cAll_d21_mHO5_ch02,gLH_sFM_cAll_d18_mLH4_ch19,29.2198,33.7905,False
gMH_sBM_cAll_d23_mMH1_ch02,gPO_sBM_cAll_d11_mPO1_ch01,29.2218,35.3609,False
gJS_sBM_cAll_d03_mJS2_ch01,gLH_sBM_cAll_d16_mLH2_ch01,29.2221,35.1196,False
gLO_sBM_cAll_d14_mLO1_ch01,gMH_sBM_cAll_d24_mMH5_ch01,29.2224,31.7232,False
gMH_sBM_cAll_d23_mMH0_ch01,gMH_sBM_cAll_d24_mMH3_ch07,29.2224,35.1162,True
gKR_sFM_cAll_d29_mKR2_ch10,gPO_sBM_cAll_d11_mPO1_ch02,29.2226,36.1473,False
gJB_sBM_cAll_d08_mJB5_ch02,gKR_sBM_cAll_d30_mKR3_ch02,29.2227,33.5912,False
gMH_sBM_cAll_d22_mMH3_ch01,gPO_sBM_cAll_d11_mPO1_ch04,29.2229,30.866,False
gJS_sBM_cAll_d02_mJS4_ch02,gKR_sBM_cAll_d28_mKR0_ch01,29.2233,29.9152,False
gBR_sBM_cAll_d04_mBR0_ch03,gLO_sBM_cAll_d14_mLO5_ch02,29.2235,35.3875,False
gJS_sBM_cAll_d01_mJS1_ch02,gPO_sFM_cAll_d10_mPO1_ch02,29.2237,29.2237,False
gLH_sBM_cAll_d17_mLH4_ch04,gPO_sBM_cAll_d12_mPO5_ch01,29.2238,35.0106,False
gKR_sBM_cAll_d29_mKR4_ch02,gMH_sFM_cAll_d22_mMH3_ch04,29.2238,33.6957,False
gJS_sBM_cAll_d01_mJS2_ch01,gLO_sBM_cAll_d13_mLO0_ch01,29.2238,32.5569,False
gKR_sBM_cAll_d28_mKR3_ch01,gLO_sBM_cAll_d13_mLO0_ch01,29.224,33.7103,False
gJB_sBM_cAll_d08_mJB5_ch03,gJB_sBM_cAll_d09_mJB5_ch08,29.2241,31.5762,True
gBR_sBM_cAll_d05_mBR0_ch06,gWA_sBM_cAll_d25_mWA0_ch06,29.2241,39.4606,False
gMH_sBM_cAll_d22_mMH1_ch02,gMH_sBM_cAll_d24_mMH3_ch09,29.2246,32.1501,True
gMH_sBM_cAll_d22_mMH3_ch10,gMH_sBM_cAll_d24_mMH5_ch01,29.225,35.2879,True
gBR_sBM_cAll_d05_mBR0_ch04,gJS_sBM_cAll_d03_mJS3_ch06,29.2252,32.7013,False
gKR_sBM_cAll_d30_mKR3_ch02,gPO_sBM_cAll_d10_mPO1_ch01,29.2261,30.667,False
gBR_sFM_cAll_d04_mBR0_ch01,gKR_sBM_cAll_d28_mKR2_ch07,29.2262,33.3474,False
gBR_sBM_cAll_d05_mBR0_ch03,gPO_sBM_cAll_d11_mPO1_ch06,29.2263,31.4783,False
gKR_sBM_cAll_d28_mKR2_ch06,gKR_sBM_cAll_d28_mKR2_ch08,29.2264,30.6771,True
gBR_sBM_cAll_d05_mBR5_ch02,gHO_sBM_cAll_d21_mHO5_ch02,29.2268,30.5308,False
gJB_sBM_cAll_d09_mJB5_ch05,gJS_sBM_cAll_d03_mJS3_ch03,29.2277,38.2292,False
gMH_sBM_cAll_d24_mMH4_ch02,gPO_sBM_cAll_d10_mPO1_ch01,29.2279,31.7152,False
gKR_sBM_cAll_d28_mKR2_ch05,gMH_sBM_cAll_d24_mMH4_ch01,29.2279,29.9859,False
gBR_sBM_cAll_d04_mBR2_ch01,gPO_sFM_cAll_d12_mPO1_ch16,29.2282,34.395,False
gBR_sBM_cAll_d04_mBR0_ch01,gBR_sBM_cAll_d05_mBR0_ch04,29.2282,40.7506,True
gHO_sBM_cAll_d19_mHO2_ch02,gMH_sFM_cAll_d22_mMH3_ch04,29.2289,32.3921,False
gLO_sBM_cAll_d15_mLO2_ch09,gWA_sBM_cAll_d25_mWA0_ch07,29.229,32.6391,False
gBR_sBM_cAll_d05_mBR0_ch05,gKR_sBM_cAll_d30_mKR3_ch01,29.2291,34.1869,False
gBR_sBM_cAll_d05_mBR0_ch01,gHO_sFM_cAll_d21_mHO5_ch20,29.2292,33.4786,False
gLO_sBM_cAll_d15_mLO3_ch02,gPO_sBM_cAll_d12_mPO4_ch02,29.2293,32.0229,False
gLH_sBM_cAll_d18_mLH5_ch01,gLO_sFM_cAll_d15_mLO2_ch17,29.2296,36.3298,False
gJB_sBM_cAll_d09_mJB3_ch01,gKR_sBM_cAll_d29_mKR5_ch01,29.2297,32.6542,False
gHO_sBM_cAll_d21_mHO5_ch07,gLH_sBM_cAll_d17_mLH4_ch04,29.2299,30.5108,False
gHO_sBM_cAll_d20_mHO4_ch01,gLH_sFM_cAll_d18_mLH4_ch19,29.2302,34.0247,False
gBR_sBM_cAll_d04_mBR0_ch04,gMH_sBM_cAll_d24_mMH3_ch03,29.2309,36.3827,False
gHO_sBM_cAll_d21_mHO3_ch02,gMH_sFM_cAll_d22_mMH3_ch04,29.231,31.8043,False
gJB_sBM_cAll_d08_mJB5_ch02,gLO_sBM_cAll_d13_mLO2_ch06,29.2315,31.3949,False
gJB_sBM_cAll_d09_mJB5_ch07,gJS_sBM_cAll_d02_mJS0_ch02,29.2316,29.2316,False
gLH_sBM_cAll_d17_mLH1_ch01,gPO_sBM_cAll_d12_mPO5_ch02,29.2317,34.9141,False
gJB_sBM_cAll_d09_mJB5_ch02,gKR_sBM_cAll_d28_mKR2_ch08,29.2319,33.7501,False
gKR_sBM_cAll_d30_mKR2_ch05,gPO_sBM_cAll_d10_mPO1_ch06,29.2319,34.7557,False
gKR_sBM_cAll_d28_mKR2_ch05,gKR_sBM_cAll_d28_mKR2_ch08,29.232,32.5585,True
gJB_sBM_cAll_d08_mJB5_ch02,gWA_sBM_cAll_d26_mWA0_ch06,29.232,33.3635,False
gJB_sBM_cAll_d09_mJB2_ch01,gLO_sBM_cAll_d15_mLO5_ch01,29.2323,29.4106,False
gKR_sBM_cAll_d29_mKR4_ch02,gMH_sBM_cAll_d23_mMH1_ch02,29.2324,30.2415,False
gJS_sFM_cAll_d02_mJS3_ch04,gKR_sBM_cAll_d28_mKR2_ch10,29.2327,36.6917,False
gBR_sBM_cAll_d04_mBR2_ch02,gMH_sBM_cAll_d24_mMH3_ch08,29.2329,31.8144,False
gHO_sBM_cAll_d20_mHO1_ch01,gMH_sBM_cAll_d22_mMH3_ch02,29.2332,33.5565,False
gBR_sBM_cAll_d05_mBR4_ch01,gLH_sBM_cAll_d18_mLH5_ch01,29.2334,38.4367,False
gBR_sBM_cAll_d06_mBR3_ch02,gJB_sBM_cAll_d09_mJB4_ch02,29.2334,32.881,False
gBR_sBM_cAll_d04_mBR0_ch03,gJB_sBM_cAll_d08_mJB4_ch02,29.2334,37.6891,False
gHO_sBM_cAll_d20_mHO1_ch02,gLO_sBM_cAll_d15_mLO3_ch02,29.2341,29.804,False
gBR_sBM_cAll_d04_mBR0_ch03,gLO_sBM_cAll_d13_mLO2_ch09,29.2343,32.4063,False
gHO_sBM_cAll_d20_mHO5_ch03,gMH_sBM_cAll_d22_mMH1_ch01,29.2345,31.4487,False
gKR_sBM_cAll_d30_mKR4_ch01,gLO_sBM_cAll_d13_mLO2_ch06,29.2345,30.8335,False
gJB_sBM_cAll_d07_mJB2_ch02,gKR_sBM_cAll_d29_mKR0_ch01,29.2346,38.0885,False
gLH_sBM_cAll_d18_mLH4_ch01,gLO_sBM_cAll_d14_mLO0_ch02,29.2348,36.2192,False
gLO_sBM_cAll_d13_mLO2_ch10,gPO_sBM_cAll_d10_mPO1_ch07,29.2351,33.0521,False
gJB_sBM_cAll_d09_mJB5_ch05,gPO_sBM_cAll_d11_mPO1_ch02,29.2351,36.3265,False
gBR_sBM_cAll_d04_mBR0_ch05,gLH_sBM_cAll_d18_mLH4_ch02,29.2354,34.9904,False
gHO_sBM_cAll_d19_mHO2_ch02,gLH_sFM_cAll_d18_mLH4_ch19,29.2356,32.4682,False
gBR_sBM_cAll_d05_mBR1_ch02,gHO_sBM_cAll_d20_mHO4_ch01,29.2357,35.3902,False
gJS_sBM_cAll_d03_mJS3_ch07,gPO_sFM_cAll_d11_mPO1_ch09,29.2357,34.8398,False
gJB_sBM_cAll_d07_mJB0_ch01,gLO_sBM_cAll_d13_mLO2_ch10,29.2359,35.8404,False
gBR_sBM_cAll_d05_mBR5_ch02,gHO_sBM_cAll_d21_mHO5_ch05,29.236,31.276,False
gJB_sBM_cAll_d09_mJB3_ch02,gPO_sBM_cAll_d10_mPO1_ch07,29.2362,31.9707,False
gLO_sBM_cAll_d13_mLO1_ch02,gWA_sBM_cAll_d26_mWA0_ch10,29.2362,36.2691,False
gBR_sBM_cAll_d05_mBR5_ch02,gMH_sBM_cAll_d22_mMH3_ch07,29.2366,34.4601,False
gBR_sBM_cAll_d04_mBR0_ch06,gJB_sBM_cAll_d07_mJB0_ch02,29.2369,35.3911,False
gLH_sBM_cAll_d18_mLH5_ch01,gLO_sBM_cAll_d13_mLO2_ch07,29.2375,31.2605,False
gBR_sBM_cAll_d05_mBR5_ch02,gLH_sBM_cAll_d17_mLH4_ch07,29.2376,32.7013,False
gKR_sBM_cAll_d28_mKR2_ch08,gPO_sBM_cAll_d12_mPO3_ch01,29.2377,35.6282,False
gJB_sBM_cAll_d09_mJB3_ch01,gJS_sBM_cAll_d01_mJS1_ch01,29.2378,33.739,False
gKR_sBM_cAll_d30_mKR2_ch04,gKR_sBM_cAll_d30_mKR2_ch09,29.2381,34.5918,True
gLH_sBM_cAll_d18_mLH5_ch01,gLO_sFM_cAll_d13_mLO2_ch03,29.2382,34.3019,False
gBR_sBM_cAll_d04_mBR0_ch05,gHO_sBM_cAll_d19_mHO2_ch01,29.2382,34.2862,False
gJB_sBM_cAll_d08_mJB1_ch01,gKR_sBM_cAll_d28_mKR2_ch04,29.2383,40.1111,False
gBR_sBM_cAll_d04_mBR0_ch06,gLO_sBM_cAll_d13_mLO2_ch04,29.2383,29.7691,False
gLH_sBM_cAll_d17_mLH4_ch05,gLO_sBM_cAll_d15_mLO4_ch02,29.2386,31.1202,False
gBR_sBM_cAll_d05_mBR5_ch01,gHO_sFM_cAll_d21_mHO5_ch20,29.2387,36.1404,False
gKR_sBM_cAll_d30_mKR2_ch02,gPO_sBM_cAll_d12_mPO5_ch01,29.2388,30.5323,False
gLH_sBM_cAll_d18_mLH4_ch01,gLO_sBM_cAll_d13_mLO1_ch01,29.2388,32.0271,False
gJB_sBM_cAll_d09_mJB3_ch02,gJS_sBM_cAll_d03_mJS3_ch01,29.2389,33.6792,False
gPO_sBM_cAll_d10_mPO3_ch02,gWA_sBM_cAll_d25_mWA0_ch05,29.2391,36.4545,False
gJB_sBM_cAll_d07_mJB2_ch02,gWA_sBM_cAll_d26_mWA0_ch04,29.2392,33.8655,False
gJB_sBM_cAll_d08_mJB4_ch01,gWA_sBM_cAll_d27_mWA4_ch01,29.2392,37.9838,False
gHO_sBM_cAll_d20_mHO0_ch02,gKR_sFM_cAll_d28_mKR2_ch03,29.2393,34.3521,False
gJS_sBM_cAll_d01_mJS3_ch09,gKR_sBM_cAll_d29_mKR4_ch02,29.2394,32.3254,False
gHO_sBM_cAll_d20_mHO5_ch06,gMH_sBM_cAll_d22_mMH3_ch10,29.2397,32.2933,False
gHO_sFM_cAll_d21_mHO5_ch20,gPO_sBM_cAll_d10_mPO1_ch01,29.2405,31.8405,False
gBR_sBM_cAll_d04_mBR2_ch01,gMH_sBM_cAll_d24_mMH3_ch09,29.2407,34.1204,False
gKR_sBM_cAll_d30_mKR2_ch05,gLH_sBM_cAll_d18_mLH4_ch05,29.2411,37.4993,False
gBR_sBM_cAll_d04_mBR0_ch04,gLH_sFM_cAll_d16_mLH4_ch05,29.2412,37.162,False
gLH_sBM_cAll_d17_mLH4_ch09,gWA_sBM_cAll_d25_mWA0_ch05,29.2412,32.4599,False
gHO_sBM_cAll_d21_mHO4_ch02,gPO_sBM_cAll_d12_mPO2_ch01,29.2415,34.1755,False
gJB_sBM_cAll_d08_mJB4_ch02,gWA_sBM_cAll_d25_mWA0_ch04,29.2416,36.1896,False
gBR_sBM_cAll_d04_mBR2_ch01,gJB_sBM_cAll_d08_mJB5_ch02,29.2421,31.1759,False
gJB_sBM_cAll_d08_mJB1_ch02,gJS_sBM_cAll_d01_mJS1_ch02,29.2424,29.2424,False
gBR_sBM_cAll_d05_mBR0_ch06,gKR_sBM_cAll_d30_mKR3_ch02,29.2425,34.0062,False
gHO_sBM_cAll_d21_mHO5_ch02,gJB_sBM_cAll_d09_mJB2_ch01,29.2428,30.3659,False
gMH_sBM_cAll_d23_mMH5_ch01,gPO_sBM_cAll_d10_mPO1_ch01,29.2429,31.0537,False
gHO_sBM_cAll_d20_mHO0_ch01,gJS_sBM_cAll_d01_mJS3_ch06,29.2433,31.8729,False
gBR_sBM_cAll_d04_mBR1_ch01,gLO_sFM_cAll_d15_mLO2_ch17,29.2438,37.5335,False
gBR_sBM_cAll_d05_mBR0_ch06,gLH_sBM_cAll_d16_mLH0_ch02,29.2438,32.8838,False
gBR_sBM_cAll_d05_mBR4_ch02,gJS_sBM_cAll_d01_mJS3_ch06,29.2439,33.6751,False
gJB_sBM_cAll_d08_mJB5_ch04,gLO_sBM_cAll_d13_mLO2_ch05,29.2446,32.8464,False
gJS_sBM_cAll_d01_mJS2_ch01,gJS_sBM_cAll_d03_mJS3_ch03,29.2447,35.7344,True
gKR_sBM_cAll_d28_mKR1_ch02,gMH_sBM_cAll_d22_mMH3_ch10,29.2447,31.0226,False
gBR_sBM_cAll_d06_mBR4_ch02,gKR_sBM_cAll_d28_mKR1_ch02,29.2447,30.3004,False
gJS_sBM_cAll_d01_mJS3_ch02,gKR_sBM_cAll_d30_mKR2_ch02,29.245,30.1055,False
gBR_sBM_cAll_d05_mBR0_ch03,gPO_sBM_cAll_d11_mPO1_ch02,29.2451,30.736,False
gJB_sBM_cAll_d08_mJB5_ch02,gLO_sBM_cAll_d14_mLO0_ch01,29.2452,33.9704,False
gBR_sBM_cAll_d05_mBR1_ch01,gMH_sFM_cAll_d23_mMH3_ch11,29.2455,36.5844,False
gJB_sBM_cAll_d07_mJB0_ch02,gLO_sBM_cAll_d15_mLO2_ch01,29.2455,29.8632,False
gJB_sBM_cAll_d09_mJB5_ch07,gJS_sBM_cAll_d02_mJS4_ch02,29.246,29.5567,False
gBR_sBM_cAll_d05_mBR0_ch04,gPO_sBM_cAll_d11_mPO4_ch02,29.2461,31.2554,False
gLH_sBM_cAll_d17_mLH0_ch01,gMH_sBM_cAll_d24_mMH3_ch03,29.2462,37.627,False
gHO_sBM_cAll_d21_mHO5_ch10,gLH_sBM_cAll_d18_mLH5_ch01,29.2462,32.7566,False
gHO_sBM_cAll_d20_mHO1_ch01,gWA_sBM_cAll_d25_mWA0_ch10,29.2463,30.5429,False
gKR_sBM_cAll_d29_mKR5_ch01,gLH_sBM_cAll_d18_mLH4_ch07,29.2466,34.3365,False
gBR_sBM_cAll_d05_mBR0_ch03,gBR_sBM_cAll_d06_mBR4_ch02,29.2469,35.5683,True
gKR_sFM_cAll_d28_mKR2_ch03,gLH_sBM_cAll_d17_mLH4_ch03,29.2472,35.706,False
gMH_sBM_cAll_d22_mMH0_ch02,gMH_sBM_cAll_d22_mMH3_ch05,29.2473,40.5596,True
gJB_sBM_cAll_d08_mJB1_ch01,gMH_sBM_cAll_d23_mMH4_ch01,29.2474,32.3547,False
gJB_sBM_cAll_d09_mJB5_ch10,gJS_sBM_cAll_d02_mJS1_ch02,29.2474,29.2474,False
gKR_sBM_cAll_d30_mKR2_ch02,gLH_sFM_cAll_d18_mLH4_ch19,29.2477,33.1379,False
gBR_sBM_cAll_d06_mBR4_ch02,gKR_sBM_cAll_d28_mKR2_ch01,29.2478,30.283,False
gBR_sBM_cAll_d05_mBR0_ch06,gPO_sBM_cAll_d10_mPO1_ch02,29.248,34.892,False
gJS_sBM_cAll_d01_mJS3_ch01,gLH_sBM_cAll_d17_mLH1_ch02,29.2483,35.3572,False
gLO_sBM_cAll_d13_mLO2_ch03,gMH_sBM_cAll_d24_mMH3_ch03,29.2487,36.7396,False
gBR_sBM_cAll_d05_mBR0_ch04,gHO_sBM_cAll_d20_mHO1_ch02,29.2491,32.5405,False
gBR_sBM_cAll_d05_mBR0_ch05,gBR_sBM_cAll_d05_mBR0_ch06,29.2493,38.5749,True
gLO_sBM_cAll_d14_mLO0_ch02,gLO_sBM_cAll_d15_mLO2_ch07,29.2507,32.9844,True
gLH_sBM_cAll_d18_mLH4_ch02,gLO_sBM_cAll_d15_mLO3_ch02,29.2512,30.87,False
gKR_sBM_cAll_d30_mKR4_ch02,gLH_sBM_cAll_d18_mLH2_ch01,29.2512,31.1576,False
gBR_sFM_cAll_d04_mBR0_ch01,gLO_sBM_cAll_d13_mLO2_ch02,29.2517,31.6429,False
gJS_sBM_cAll_d01_mJS3_ch01,gPO_sBM_cAll_d12_mPO3_ch01,29.252,32.5853,False
gHO_sBM_cAll_d19_mHO1_ch01,gJB_sBM_cAll_d09_mJB5_ch08,29.252,32.6482,False
gLH_sBM_cAll_d17_mLH4_ch09,gLO_sBM_cAll_d15_mLO5_ch02,29.2521,31.333,False
gHO_sBM_cAll_d20_mHO5_ch03,gPO_sBM_cAll_d12_mPO5_ch01,29.2526,32.9313,False
gMH_sBM_cAll_d22_mMH3_ch03,gMH_sBM_cAll_d24_mMH3_ch01,29.2527,34.4678,True
gBR_sBM_cAll_d04_mBR0_ch01,gHO_sBM_cAll_d21_mHO5_ch09,29.2529,31.5135,False
gJB_sBM_cAll_d07_mJB0_ch02,gPO_sBM_cAll_d11_mPO0_ch01,29.2533,32.3855,False
gBR_sBM_cAll_d05_mBR0_ch02,gKR_sBM_cAll_d30_mKR4_ch01,29.2534,36.9599,False
gHO_sBM_cAll_d21_mHO5_ch07,gPO_sBM_cAll_d11_mPO0_ch02,29.2534,31.4328,False
gLO_sFM_cAll_d13_mLO2_ch03,gMH_sBM_cAll_d22_mMH0_ch02,29.2537,33.8253,False
gHO_sFM_cAll_d21_mHO5_ch20,gWA_sBM_cAll_d26_mWA0_ch04,29.2537,32.4335,False
gHO_sBM_cAll_d19_mHO0_ch02,gJB_sBM_cAll_d07_mJB3_ch02,29.2537,30.7405,False
gHO_sBM_cAll_d21_mHO5_ch02,gJB_sBM_cAll_d08_mJB1_ch01,29.2537,29.8583,False
gJB_sBM_cAll_d08_mJB5_ch04,gMH_sBM_cAll_d22_mMH3_ch09,29.2538,34.7347,False
gJB_sBM_cAll_d08_mJB5_ch01,gLO_sBM_cAll_d15_mLO2_ch05,29.2541,32.5492,False
gLO_sBM_cAll_d15_mLO2_ch10,gMH_sBM_cAll_d22_mMH3_ch03,29.2541,39.8049,False
gBR_sBM_cAll_d06_mBR5_ch01,gKR_sBM_cAll_d30_mKR2_ch06,29.2541,32.1444,False
gKR_sBM_cAll_d28_mKR1_ch01,gMH_sFM_cAll_d24_mMH3_ch18,29.2543,31.642,False
gJS_sBM_cAll_d03_mJS3_ch05,gPO_sBM_cAll_d12_mPO3_ch01,29.2544,29.2544,False
gHO_sBM_cAll_d20_mHO5_ch07,gPO_sFM_cAll_d12_mPO1_ch16,29.2548,33.8233,False
gMH_sBM_cAll_d24_mMH3_ch05,gPO_sBM_cAll_d12_mPO4_ch02,29.2551,33.3571,False
gJB_sBM_cAll_d07_mJB0_ch02,gPO_sBM_cAll_d12_mPO5_ch02,29.2555,34.6735,False
gKR_sFM_cAll_d29_mKR2_ch10,gLO_sBM_cAll_d14_mLO4_ch01,29.2555,35.0672,False
gKR_sBM_cAll_d28_mKR2_ch04,gMH_sBM_cAll_d23_mMH1_ch01,29.2559,38.7415,False
gHO_sFM_cAll_d19_mHO5_ch06,gJB_sBM_cAll_d07_mJB2_ch02,29.256,33.0825,False
gLO_sBM_cAll_d13_mLO2_ch06,gWA_sBM_cAll_d25_mWA0_ch05,29.2562,34.8097,False
gBR_sFM_cAll_d04_mBR0_ch01,gKR_sBM_cAll_d29_mKR1_ch01,29.2564,37.2439,False
gJS_sBM_cAll_d02_mJS1_ch02,gLO_sBM_cAll_d15_mLO2_ch04,29.2565,29.2565,False
gLO_sBM_cAll_d13_mLO2_ch07,gLO_sBM_cAll_d15_mLO5_ch02,29.2566,32.1474,True
gBR_sBM_cAll_d05_mBR0_ch03,gJB_sBM_cAll_d09_mJB2_ch01,29.2567,33.4498,False
gLO_sBM_cAll_d15_mLO5_ch01,gMH_sBM_cAll_d22_mMH2_ch02,29.2571,31.2788,False
gJS_sBM_cAll_d01_mJS3_ch07,gLH_sBM_cAll_d17_mLH5_ch02,29.2571,32.5415,False
gBR_sBM_cAll_d05_mBR5_ch01,gJB_sBM_cAll_d09_mJB3_ch02,29.2575,33.9438,False
gLH_sBM_cAll_d16_mLH2_ch02,gPO_sFM_cAll_d10_mPO1_ch02,29.2578,36.6677,False
gBR_sBM_cAll_d06_mBR4_ch02,gMH_sBM_cAll_d22_mMH3_ch02,29.2579,34.9946,False
gLO_sBM_cAll_d13_mLO2_ch01,gLO_sBM_cAll_d13_mLO2_ch05,29.2579,31.7313,True
gBR_sBM_cAll_d04_mBR0_ch02,gKR_sBM_cAll_d29_mKR5_ch01,29.2581,31.6871,False
gLH_sFM_cAll_d18_mLH4_ch19,gPO_sBM_cAll_d12_mPO2_ch02,29.2583,36.5237,False
gBR_sBM_cAll_d04_mBR0_ch02,gKR_sBM_cAll_d29_mKR4_ch02,29.2584,30.7913,False
